,Season,Round,HomeTeam,AwayTeam
2632,2004-2005,21,Beira-Mar,V. Setúbal
2633,2004-2005,21,Académica,Nacional
2634,2004-2005,21,Penafiel,U. Leiria
2635,2004-2005,21,Sporting,Rio Ave
2636,2004-2005,21,FC Porto,V. Guimarães
2637,2004-2005,22,Nacional,Sp. Braga
2638,2004-2005,22,Belenenses,FC Porto
2639,2004-2005,22,Marítimo,Beira-Mar
2640,2004-2005,22,V. Setúbal,Moreirense
2641,2004-2005,22,Estoril,Penafiel
2642,2004-2005,22,Gil Vicente,Académica
2643,2004-2005,22,Rio Ave,Boavista
2644,2004-2005,22,U. Leiria,Sporting
2645,2004-2005,22,Benfica,V. Guimarães
2646,2004-2005,23,Sp. Braga,Gil Vicente
2647,2004-2005,23,Penafiel,Belenenses
2648,2004-2005,23,Boavista,U. Leiria
2649,2004-2005,23,Moreirense,Marítimo
2650,2004-2005,23,Académica,V. Setúbal
2651,2004-2005,23,Beira-Mar,Rio Ave
2652,2004-2005,23,V. Guimarães,Nacional
2653,2004-2005,23,FC Porto,Benfica
2654,2004-2005,23,Sporting,Estoril
2655,2004-2005,24,Gil Vicente,V. Guimarães
2656,2004-2005,24,Estoril,Boavista
2657,2004-2005,24,Penafiel,FC Porto
2658,2004-2005,24,Rio Ave,Moreirense
2659,2004-2005,24,Marítimo,Académica
2660,2004-2005,24,U. Leiria,Beira-Mar
2661,2004-2005,24,Belenenses,Sporting
2662,2004-2005,24,Nacional,Benfica
2663,2004-2005,24,V. Setúbal,Sp. Braga
2664,2004-2005,25,FC Porto,Nacional
2665,2004-2005,25,Sp. Braga,Marítimo
2666,2004-2005,25,Benfica,Gil Vicente
2667,2004-2005,25,Académica,Rio Ave
2668,2004-2005,25,Moreirense,U. Leiria
2669,2004-2005,25,Beira-Mar,Estoril
2670,2004-2005,25,Sporting,Penafiel
2671,2004-2005,25,V. Guimarães,V. Setúbal
2672,2004-2005,25,Boavista,Belenenses
2673,2004-2005,26,Marítimo,V. Guimarães
2674,2004-2005,26,Penafiel,Boavista
2675,2004-2005,26,V. Setúbal,Benfica
2676,2004-2005,26,Belenenses,Beira-Mar
2677,2004-2005,26,Gil Vicente,Nacional
2678,2004-2005,26,U. Leiria,Académica
2679,2004-2005,26,Estoril,Moreirense
2680,2004-2005,26,Rio Ave,Sp. Braga
2681,2004-2005,26,Sporting,FC Porto
2682,2004-2005,27,V. Guimarães,Rio Ave
2683,2004-2005,27,Boavista,Sporting
2684,2004-2005,27,Moreirense,Belenenses
2685,2004-2005,27,Nacional,V. Setúbal
2686,2004-2005,27,Beira-Mar,Penafiel
2687,2004-2005,27,Académica,Estoril
2688,2004-2005,27,FC Porto,Gil Vicente
2689,2004-2005,27,Benfica,Marítimo
2690,2004-2005,27,Sp. Braga,U. Leiria
2691,2004-2005,28,Marítimo,Nacional
2692,2004-2005,28,Boavista,FC Porto
2693,2004-2005,28,V. Setúbal,Gil Vicente
2694,2004-2005,28,U. Leiria,V. Guimarães
2695,2004-2005,28,Penafiel,Moreirense
2696,2004-2005,28,Rio Ave,Benfica
2697,2004-2005,28,Sporting,Beira-Mar
2698,2004-2005,28,Belenenses,Académica
2699,2004-2005,28,Estoril,Sp. Braga
2700,2004-2005,29,Beira-Mar,Boavista
2701,2004-2005,29,FC Porto,V. Setúbal
2702,2004-2005,29,Benfica,U. Leiria
2703,2004-2005,29,Gil Vicente,Marítimo
2704,2004-2005,29,Nacional,Rio Ave
2705,2004-2005,29,Académica,Penafiel
2706,2004-2005,29,V. Guimarães,Estoril
2707,2004-2005,29,Sp. Braga,Belenenses
2708,2004-2005,29,Moreirense,Sporting
2709,2004-2005,30,Belenenses,V. Guimarães
2710,2004-2005,30,Boavista,Moreirense
2711,2004-2005,30,Sporting,Académica
2712,2004-2005,30,Marítimo,V. Setúbal
2713,2004-2005,30,Rio Ave,Gil Vicente
2714,2004-2005,30,U. Leiria,Nacional
2715,2004-2005,30,Estoril,Benfica
2716,2004-2005,30,Beira-Mar,FC Porto
2717,2004-2005,30,Penafiel,Sp. Braga
2718,2004-2005,31,Académica,Boavista
2719,2004-2005,31,V. Setúbal,Rio Ave
2720,2004-2005,31,Gil Vicente,U. Leiria
2721,2004-2005,31,Nacional,Estoril
2722,2004-2005,31,Moreirense,Beira-Mar
2723,2004-2005,31,Benfica,Belenenses
2724,2004-2005,31,FC Porto,Marítimo
2725,2004-2005,31,Sp. Braga,Sporting
2726,2004-2005,31,V. Guimarães,Penafiel
2727,2004-2005,32,Belenenses,Nacional
2728,2004-2005,32,Boavista,Sp. Braga
2729,2004-2005,32,Penafiel,Benfica
2730,2004-2005,32,Rio Ave,Marítimo
2731,2004-2005,32,U. Leiria,V. Setúbal
2732,2004-2005,32,Estoril,Gil Vicente
2733,2004-2005,32,Beira-Mar,Académica
2734,2004-2005,32,Moreirense,FC Porto
2735,2004-2005,32,Sporting,V. Guimarães
2736,2004-2005,33,Académica,Moreirense
2737,2004-2005,33,Marítimo,U. Leiria
2738,2004-2005,33,V. Setúbal,Estoril
2739,2004-2005,33,Gil Vicente,Belenenses
2740,2004-2005,33,Nacional,Penafiel
2741,2004-2005,33,V. Guimarães,Boavista
2742,2004-2005,33,Rio Ave,FC Porto
2743,2004-2005,33,Sp. Braga,Beira-Mar
2744,2004-2005,33,Benfica,Sporting
2745,2004-2005,34,Belenenses,V. Setúbal
2746,2004-2005,34,Beira-Mar,V. Guimarães
2747,2004-2005,34,Penafiel,Gil Vicente
2748,2004-2005,34,U. Leiria,Rio Ave
2749,2004-2005,34,Estoril,Marítimo
2750,2004-2005,34,FC Porto,Académica
2751,2004-2005,34,Sporting,Nacional
2752,2004-2005,34,Boavista,Benfica
2753,2004-2005,34,Moreirense,Sp. Braga
2754,2005-2006,1,Sporting,Belenenses
2755,2005-2006,1,Boavista,V. Setúbal
2756,2005-2006,1,Académica,Benfica
2757,2005-2006,1,Gil Vicente,Marítimo
2758,2005-2006,1,Penafiel,Rio Ave
2759,2005-2006,1,Paços Ferreira,Nacional
2760,2005-2006,1,FC Porto,E. Amadora
2761,2005-2006,1,V. Guimarães,Naval 1º Maio
2762,2005-2006,1,U. Leiria,Sp. Braga
2763,2005-2006,2,E. Amadora,Boavista
2764,2005-2006,2,Naval 1º Maio,FC Porto
2765,2005-2006,2,Rio Ave,V. Guimarães
2766,2005-2006,2,Sp. Braga,Penafiel
2767,2005-2006,2,Belenenses,U. Leiria
2768,2005-2006,2,Marítimo,Sporting
2769,2005-2006,2,Benfica,Gil Vicente
2770,2005-2006,2,Nacional,Académica
2771,2005-2006,2,V. Setúbal,Paços Ferreira
2772,2005-2006,3,E. Amadora,Naval 1º Maio
2773,2005-2006,3,FC Porto,Rio Ave
2774,2005-2006,3,V. Guimarães,Sp. Braga
2775,2005-2006,3,Penafiel,Belenenses
2776,2005-2006,3,U. Leiria,Marítimo
2777,2005-2006,3,Sporting,Benfica
2778,2005-2006,3,Gil Vicente,Nacional
2779,2005-2006,3,Académica,V. Setúbal
2780,2005-2006,3,Boavista,Paços Ferreira
2781,2005-2006,4,Naval 1º Maio,Boavista
2782,2005-2006,4,Rio Ave,E. Amadora
2783,2005-2006,4,Sp. Braga,FC Porto
2784,2005-2006,4,Belenenses,V. Guimarães
2785,2005-2006,4,Marítimo,Penafiel
2786,2005-2006,4,Benfica,U. Leiria
2787,2005-2006,4,Nacional,Sporting
2788,2005-2006,4,V. Setúbal,Gil Vicente
2789,2005-2006,4,Paços Ferreira,Académica
2790,2005-2006,5,Penafiel,Benfica
2791,2005-2006,5,V. Guimarães,Marítimo
2792,2005-2006,5,FC Porto,Belenenses
2793,2005-2006,5,Naval 1º Maio,Rio Ave
2794,2005-2006,5,E. Amadora,Sp. Braga
2795,2005-2006,5,U. Leiria,Nacional
2796,2005-2006,5,Gil Vicente,Paços Ferreira
2797,2005-2006,5,Sporting,V. Setúbal
2798,2005-2006,5,Boavista,Académica
2799,2005-2006,6,Belenenses,E. Amadora
2800,2005-2006,6,Rio Ave,Boavista
2801,2005-2006,6,Académica,Gil Vicente
2802,2005-2006,6,Nacional,Penafiel
2803,2005-2006,6,V. Setúbal,U. Leiria
2804,2005-2006,6,Marítimo,FC Porto
2805,2005-2006,6,Paços Ferreira,Sporting
2806,2005-2006,6,Benfica,V. Guimarães
2807,2005-2006,6,Sp. Braga,Naval 1º Maio
2808,2005-2006,7,Rio Ave,Sp. Braga
2809,2005-2006,7,V. Guimarães,Nacional
2810,2005-2006,7,FC Porto,Benfica
2811,2005-2006,7,Penafiel,V. Setúbal
2812,2005-2006,7,E. Amadora,Marítimo
2813,2005-2006,7,U. Leiria,Paços Ferreira
2814,2005-2006,7,Sporting,Académica
2815,2005-2006,7,Naval 1º Maio,Belenenses
2816,2005-2006,7,Boavista,Gil Vicente
2817,2005-2006,8,Belenenses,Rio Ave
2818,2005-2006,8,Sp. Braga,Boavista
2819,2005-2006,8,Benfica,E. Amadora
2820,2005-2006,8,Académica,U. Leiria
2821,2005-2006,8,Marítimo,Naval 1º Maio
2822,2005-2006,8,Paços Ferreira,Penafiel
2823,2005-2006,8,V. Setúbal,V. Guimarães
2824,2005-2006,8,Gil Vicente,Sporting
2825,2005-2006,8,Nacional,FC Porto
2826,2005-2006,9,FC Porto,V. Setúbal
2827,2005-2006,9,Naval 1º Maio,Benfica
2828,2005-2006,9,U. Leiria,Gil Vicente
2829,2005-2006,9,E. Amadora,Nacional
2830,2005-2006,9,Rio Ave,Marítimo
2831,2005-2006,9,Penafiel,Académica
2832,2005-2006,9,V. Guimarães,Paços Ferreira
2833,2005-2006,9,Boavista,Sporting
2834,2005-2006,9,Sp. Braga,Belenenses
2835,2005-2006,10,Sporting,U. Leiria
2836,2005-2006,10,Marítimo,Sp. Braga
2837,2005-2006,10,Belenenses,Boavista
2838,2005-2006,10,Nacional,Naval 1º Maio
2839,2005-2006,10,V. Setúbal,E. Amadora
2840,2005-2006,10,Gil Vicente,Penafiel
2841,2005-2006,10,Benfica,Rio Ave
2842,2005-2006,10,Paços Ferreira,FC Porto
2843,2005-2006,10,Académica,V. Guimarães
2844,2005-2006,11,V. Guimarães,Gil Vicente
2845,2005-2006,11,Sp. Braga,Benfica
2846,2005-2006,11,FC Porto,Académica
2847,2005-2006,11,Naval 1º Maio,V. Setúbal
2848,2005-2006,11,Rio Ave,Nacional
2849,2005-2006,11,E. Amadora,Paços Ferreira
2850,2005-2006,11,Penafiel,Sporting
2851,2005-2006,11,Boavista,U. Leiria
2852,2005-2006,11,Belenenses,Marítimo
2853,2005-2006,12,Nacional,Sp. Braga
2854,2005-2006,12,Marítimo,Boavista
2855,2005-2006,12,V. Setúbal,Rio Ave
2856,2005-2006,12,U. Leiria,Penafiel
2857,2005-2006,12,Paços Ferreira,Naval 1º Maio
2858,2005-2006,12,Académica,E. Amadora
2859,2005-2006,12,Sporting,V. Guimarães
2860,2005-2006,12,Benfica,Belenenses
2861,2005-2006,12,Gil Vicente,FC Porto
2862,2005-2006,13,FC Porto,Sporting
2863,2005-2006,13,Belenenses,Nacional
2864,2005-2006,13,Marítimo,Benfica
2865,2005-2006,13,Naval 1º Maio,Académica
2866,2005-2006,13,Rio Ave,Paços Ferreira
2867,2005-2006,13,E. Amadora,Gil Vicente
2868,2005-2006,13,Boavista,Penafiel
2869,2005-2006,13,Sp. Braga,V. Setúbal
2870,2005-2006,13,V. Guimarães,U. Leiria
2871,2005-2006,14,Sporting,E. Amadora
2872,2005-2006,14,Nacional,Marítimo
2873,2005-2006,14,U. Leiria,FC Porto
2874,2005-2006,14,Penafiel,V. Guimarães
2875,2005-2006,14,Académica,Rio Ave
2876,2005-2006,14,Gil Vicente,Naval 1º Maio
2877,2005-2006,14,Paços Ferreira,Sp. Braga
2878,2005-2006,14,Benfica,Boavista
2879,2005-2006,14,V. Setúbal,Belenenses
2880,2005-2006,15,Naval 1º Maio,Sporting
2881,2005-2006,15,E. Amadora,U. Leiria
2882,2005-2006,15,Marítimo,V. Setúbal
2883,2005-2006,15,Belenenses,Paços Ferreira
2884,2005-2006,15,Rio Ave,Gil Vicente
2885,2005-2006,15,Sp. Braga,Académica
2886,2005-2006,15,Benfica,Nacional
2887,2005-2006,15,FC Porto,Penafiel
2888,2005-2006,15,Boavista,V. Guimarães
2889,2005-2006,16,Sporting,Rio Ave
2890,2005-2006,16,Paços Ferreira,Marítimo
2891,2005-2006,16,U. Leiria,Naval 1º Maio
2892,2005-2006,16,Académica,Belenenses
2893,2005-2006,16,Gil Vicente,Sp. Braga
2894,2005-2006,16,V. Setúbal,Benfica
2895,2005-2006,16,Boavista,Nacional
2896,2005-2006,16,Penafiel,E. Amadora
2897,2005-2006,16,V. Guimarães,FC Porto
2898,2005-2006,17,Belenenses,Gil Vicente
2899,2005-2006,17,Nacional,V. Setúbal
2900,2005-2006,17,Marítimo,Académica
2901,2005-2006,17,Naval 1º Maio,Penafiel
2902,2005-2006,17,Sp. Braga,Sporting
2903,2005-2006,17,E. Amadora,V. Guimarães
2904,2005-2006,17,Benfica,Paços Ferreira
2905,2005-2006,17,FC Porto,Boavista
2906,2005-2006,17,Rio Ave,U. Leiria
2907,2005-2006,18,Sp. Braga,U. Leiria
2908,2005-2006,18,Belenenses,Sporting
2909,2005-2006,18,Naval 1º Maio,V. Guimarães
2910,2005-2006,18,Rio Ave,Penafiel
2911,2005-2006,18,Nacional,Paços Ferreira
2912,2005-2006,18,Marítimo,Gil Vicente
2913,2005-2006,18,Benfica,Académica
2914,2005-2006,18,E. Amadora,FC Porto
2915,2005-2006,18,V. Setúbal,Boavista
2916,2005-2006,19,Penafiel,Sp. Braga
2917,2005-2006,19,Gil Vicente,Benfica
2918,2005-2006,19,Paços Ferreira,V. Setúbal
2919,2005-2006,19,V. Guimarães,Rio Ave
2920,2005-2006,19,Académica,Nacional
2921,2005-2006,19,Boavista,E. Amadora
2922,2005-2006,19,Sporting,Marítimo
2923,2005-2006,19,FC Porto,Naval 1º Maio
2924,2005-2006,19,U. Leiria,Belenenses
2925,2005-2006,20,Paços Ferreira,Boavista
2926,2005-2006,20,Naval 1º Maio,E. Amadora
2927,2005-2006,20,Benfica,Sporting
2928,2005-2006,20,Belenenses,Penafiel
2929,2005-2006,20,Marítimo,U. Leiria
2930,2005-2006,20,Nacional,Gil Vicente
2931,2005-2006,20,Rio Ave,FC Porto
2932,2005-2006,20,Sp. Braga,V. Guimarães
2933,2005-2006,20,V. Setúbal,Académica
2934,2005-2006,21,Boavista,Naval 1º Maio
2935,2005-2006,21,Académica,Paços Ferreira
2936,2005-2006,21,Sporting,Nacional
2937,2005-2006,21,U. Leiria,Benfica
2938,2005-2006,21,Penafiel,Marítimo
2939,2005-2006,21,Gil Vicente,V. Setúbal
2940,2005-2006,21,E. Amadora,Rio Ave
2941,2005-2006,21,V. Guimarães,Belenenses
2942,2005-2006,21,FC Porto,Sp. Braga
2943,2005-2006,22,Académica,Boavista
2944,2005-2006,22,Belenenses,FC Porto
2945,2005-2006,22,Rio Ave,Naval 1º Maio
2946,2005-2006,22,Sp. Braga,E. Amadora
2947,2005-2006,22,Nacional,U. Leiria
2948,2005-2006,22,Paços Ferreira,Gil Vicente
2949,2005-2006,22,V. Setúbal,Sporting
2950,2005-2006,22,Benfica,Penafiel
2951,2005-2006,22,Marítimo,V. Guimarães
2952,2005-2006,23,Boavista,Rio Ave
2953,2005-2006,23,V. Guimarães,Benfica
2954,2005-2006,23,Sporting,Paços Ferreira
2955,2005-2006,23,Penafiel,Nacional
2956,2005-2006,23,E. Amadora,Belenenses
2957,2005-2006,23,Gil Vicente,Académica
2958,2005-2006,23,FC Porto,Marítimo
2959,2005-2006,23,Naval 1º Maio,Sp. Braga
2960,2005-2006,23,U. Leiria,V. Setúbal
2961,2005-2006,24,Gil Vicente,Boavista
2962,2005-2006,24,Nacional,V. Guimarães
2963,2005-2006,24,Académica,Sporting
2964,2005-2006,24,V. Setúbal,Penafiel
2965,2005-2006,24,Paços Ferreira,U. Leiria
2966,2005-2006,24,Belenenses,Naval 1º Maio
2967,2005-2006,24,Marítimo,E. Amadora
2968,2005-2006,24,Benfica,FC Porto
2969,2005-2006,24,Sp. Braga,Rio Ave
2970,2005-2006,25,V. Guimarães,V. Setúbal
2971,2005-2006,25,Naval 1º Maio,Marítimo
2972,2005-2006,25,Boavista,Sp. Braga
2973,2005-2006,25,E. Amadora,Benfica
2974,2005-2006,25,Penafiel,Paços Ferreira
2975,2005-2006,25,U. Leiria,Académica
2976,2005-2006,25,FC Porto,Nacional
2977,2005-2006,25,Sporting,Gil Vicente
2978,2005-2006,25,Rio Ave,Belenenses
2979,2005-2006,26,V. Setúbal,FC Porto
2980,2005-2006,26,Gil Vicente,U. Leiria
2981,2005-2006,26,Académica,Penafiel
2982,2005-2006,26,Marítimo,Rio Ave
2983,2005-2006,26,Sporting,Boavista
2984,2005-2006,26,Paços Ferreira,V. Guimarães
2985,2005-2006,26,Nacional,E. Amadora
2986,2005-2006,26,Benfica,Naval 1º Maio
2987,2005-2006,26,Belenenses,Sp. Braga
2988,2005-2006,27,Naval 1º Maio,Nacional
2989,2005-2006,27,Boavista,Belenenses
2990,2005-2006,27,FC Porto,Paços Ferreira
2991,2005-2006,27,E. Amadora,V. Setúbal
2992,2005-2006,27,Sp. Braga,Marítimo
2993,2005-2006,27,V. Guimarães,Académica
2994,2005-2006,27,Penafiel,Gil Vicente
2995,2005-2006,27,Rio Ave,Benfica
2996,2005-2006,27,U. Leiria,Sporting
2997,2005-2006,28,Benfica,Sp. Braga
2998,2005-2006,28,Nacional,Rio Ave
2999,2005-2006,28,Marítimo,Belenenses
3000,2005-2006,28,Paços Ferreira,E. Amadora
3001,2005-2006,28,V. Setúbal,Naval 1º Maio
3002,2005-2006,28,Gil Vicente,V. Guimarães
3003,2005-2006,28,Académica,FC Porto
3004,2005-2006,28,Sporting,Penafiel
3005,2005-2006,28,U. Leiria,Boavista
3006,2005-2006,29,Sp. Braga,Nacional
3007,2005-2006,29,Naval 1º Maio,Paços Ferreira
3008,2005-2006,29,V. Guimarães,Sporting
3009,2005-2006,29,Belenenses,Benfica
3010,2005-2006,29,Penafiel,U. Leiria
3011,2005-2006,29,E. Amadora,Académica
3012,2005-2006,29,Boavista,Marítimo
3013,2005-2006,29,FC Porto,Gil Vicente
3014,2005-2006,29,Rio Ave,V. Setúbal
3015,2005-2006,30,Nacional,Belenenses
3016,2005-2006,30,U. Leiria,V. Guimarães
3017,2005-2006,30,Sporting,FC Porto
3018,2005-2006,30,Paços Ferreira,Rio Ave
3019,2005-2006,30,Académica,Naval 1º Maio
3020,2005-2006,30,Gil Vicente,E. Amadora
3021,2005-2006,30,Benfica,Marítimo
3022,2005-2006,30,V. Setúbal,Sp. Braga
3023,2005-2006,30,Penafiel,Boavista
3024,2005-2006,31,Belenenses,V. Setúbal
3025,2005-2006,31,FC Porto,U. Leiria
3026,2005-2006,31,V. Guimarães,Penafiel
3027,2005-2006,31,Rio Ave,Académica
3028,2005-2006,31,Naval 1º Maio,Gil Vicente
3029,2005-2006,31,E. Amadora,Sporting
3030,2005-2006,31,Boavista,Benfica
3031,2005-2006,31,Marítimo,Nacional
3032,2005-2006,31,Sp. Braga,Paços Ferreira
3033,2005-2006,32,V. Guimarães,Boavista
3034,2005-2006,32,Penafiel,FC Porto
3035,2005-2006,32,Paços Ferreira,Belenenses
3036,2005-2006,32,Gil Vicente,Rio Ave
3037,2005-2006,32,V. Setúbal,Marítimo
3038,2005-2006,32,U. Leiria,E. Amadora
3039,2005-2006,32,Nacional,Benfica
3040,2005-2006,32,Sporting,Naval 1º Maio
3041,2005-2006,32,Académica,Sp. Braga
3042,2005-2006,33,Nacional,Boavista
3043,2005-2006,33,Benfica,V. Setúbal
3044,2005-2006,33,Marítimo,Paços Ferreira
3045,2005-2006,33,Belenenses,Académica
3046,2005-2006,33,Sp. Braga,Gil Vicente
3047,2005-2006,33,Rio Ave,Sporting
3048,2005-2006,33,Naval 1º Maio,U. Leiria
3049,2005-2006,33,E. Amadora,Penafiel
3050,2005-2006,33,FC Porto,V. Guimarães
3051,2005-2006,34,V. Setúbal,Nacional
3052,2005-2006,34,Boavista,FC Porto
3053,2005-2006,34,Académica,Marítimo
3054,2005-2006,34,Gil Vicente,Belenenses
3055,2005-2006,34,Sporting,Sp. Braga
3056,2005-2006,34,U. Leiria,Rio Ave
